  2.5114720e+007	 -1.0507769e+006	  7.0000000e+000	  1.6660000e+003	  3.2220100e+005	
  2.5114153e+007	 -1.0537534e+006	  7.0000000e+000	  1.6660000e+003	  3.2220200e+005	
  2.5113587e+007	 -1.0567297e+006	  7.0000000e+000	  1.6660000e+003	  3.2220300e+005	
  2.5113020e+007	 -1.0597060e+006	  7.0000000e+000	  1.6660000e+003	  3.2220400e+005	
  2.5112453e+007	 -1.0626827e+006	  7.0000000e+000	  1.6660000e+003	  3.2220500e+005	
  2.5111887e+007	 -1.0656592e+006	  7.0000000e+000	  1.6660000e+003	  3.2220600e+005	
  2.5111321e+007	 -1.0686358e+006	  7.0000000e+000	  1.6660000e+003	  3.2220700e+005	
  2.5110755e+007	 -1.0716125e+006	  7.0000000e+000	  1.6660000e+003	  3.2220800e+005	
  2.5110188e+007	 -1.0745895e+006	  7.0000000e+000	  1.6660000e+003	  3.2220900e+005	
  2.5109622e+007	 -1.0775667e+006	  7.0000000e+000	  1.6660000e+003	  3.2221000e+005	
  2.5109056e+007	 -1.0805439e+006	  7.0000000e+000	  1.6660000e+003	  3.2221100e+005	
  2.5108489e+007	 -1.0835208e+006	  7.0000000e+000	  1.6660000e+003	  3.2221200e+005	
  2.5107923e+007	 -1.0864983e+006	  7.0000000e+000	  1.6660000e+003	  3.2221300e+005	
  2.5107356e+007	 -1.0894760e+006	  7.0000000e+000	  1.6660000e+003	  3.2221400e+005	
  2.5106789e+007	 -1.0924536e+006	  7.0000000e+000	  1.6660000e+003	  3.2221500e+005	
  2.5106222e+007	 -1.0954308e+006	  7.0000000e+000	  1.6660000e+003	  3.2221600e+005	
  2.5105656e+007	 -1.0984082e+006	  7.0000000e+000	  1.6660000e+003	  3.2221700e+005	
  2.5105089e+007	 -1.1013861e+006	  7.0000000e+000	  1.6660000e+003	  3.2221800e+005	
  2.5104523e+007	 -1.1043640e+006	  7.0000000e+000	  1.6660000e+003	  3.2221900e+005	
  2.5103956e+007	 -1.1073418e+006	  7.0000000e+000	  1.6660000e+003	  3.2222000e+005	
  2.5103389e+007	 -1.1103197e+006	  7.0000000e+000	  1.6660000e+003	  3.2222100e+005	
  2.5102822e+007	 -1.1132980e+006	  7.0000000e+000	  1.6660000e+003	  3.2222200e+005	
  2.5102255e+007	 -1.1162762e+006	  7.0000000e+000	  1.6660000e+003	  3.2222300e+005	
  2.5101688e+007	 -1.1192542e+006	  7.0000000e+000	  1.6660000e+003	  3.2222400e+005	
  2.5101122e+007	 -1.1222322e+006	  7.0000000e+000	  1.6660000e+003	  3.2222500e+005	
  2.5100556e+007	 -1.1252107e+006	  7.0000000e+000	  1.6660000e+003	  3.2222600e+005	
  2.5099989e+007	 -1.1281894e+006	  7.0000000e+000	  1.6660000e+003	  3.2222700e+005	
  2.5099422e+007	 -1.1311679e+006	  7.0000000e+000	  1.6660000e+003	  3.2222800e+005	
  2.5098855e+007	 -1.1341463e+006	  7.0000000e+000	  1.6660000e+003	  3.2222900e+005	
  2.5098288e+007	 -1.1371251e+006	  7.0000000e+000	  1.6660000e+003	  3.2223000e+005	
  2.5097721e+007	 -1.1401043e+006	  7.0000000e+000	  1.6660000e+003	  3.2223100e+005	
  2.5097154e+007	 -1.1430832e+006	  7.0000000e+000	  1.6660000e+003	  3.2223200e+005	
  2.5096587e+007	 -1.1460618e+006	  7.0000000e+000	  1.6660000e+003	  3.2223300e+005	
  2.5096020e+007	 -1.1490408e+006	  7.0000000e+000	  1.6660000e+003	  3.2223400e+005	
  2.5095453e+007	 -1.1520201e+006	  7.0000000e+000	  1.6660000e+003	  3.2223500e+005	
  2.5094886e+007	 -1.1549992e+006	  7.0000000e+000	  1.6660000e+003	  3.2223600e+005	
  2.5094320e+007	 -1.1579783e+006	  7.0000000e+000	  1.6660000e+003	  3.2223700e+005	
  2.5093752e+007	 -1.1609571e+006	  7.0000000e+000	  1.6660000e+003	  3.2223800e+005	
  2.5093185e+007	 -1.1639364e+006	  7.0000000e+000	  1.6660000e+003	  3.2223900e+005	
  2.5092617e+007	 -1.1669162e+006	  7.0000000e+000	  1.6660000e+003	  3.2224000e+005	
  2.5092050e+007	 -1.1698957e+006	  7.0000000e+000	  1.6660000e+003	  3.2224100e+005	
  2.5091484e+007	 -1.1728752e+006	  7.0000000e+000	  1.6660000e+003	  3.2224200e+005	
  2.5090916e+007	 -1.1758552e+006	  7.0000000e+000	  1.6660000e+003	  3.2224300e+005	
  2.5090349e+007	 -1.1788353e+006	  7.0000000e+000	  1.6660000e+003	  3.2224400e+005	
  2.5089782e+007	 -1.1818150e+006	  7.0000000e+000	  1.6660000e+003	  3.2224500e+005	
  2.5089216e+007	 -1.1847947e+006	  7.0000000e+000	  1.6660000e+003	  3.2224600e+005	
  2.5088648e+007	 -1.1877746e+006	  7.0000000e+000	  1.6660000e+003	  3.2224700e+005	
  2.5088081e+007	 -1.1907548e+006	  7.0000000e+000	  1.6660000e+003	  3.2224800e+005	
  2.5087514e+007	 -1.1937350e+006	  7.0000000e+000	  1.6660000e+003	  3.2224900e+005	
  2.5086947e+007	 -1.1967151e+006	  7.0000000e+000	  1.6660000e+003	  3.2225000e+005	
  2.5086380e+007	 -1.1996955e+006	  7.0000000e+000	  1.6660000e+003	  3.2225100e+005	
  2.5085812e+007	 -1.2026762e+006	  7.0000000e+000	  1.6660000e+003	  3.2225200e+005	
  2.5085245e+007	 -1.2056570e+006	  7.0000000e+000	  1.6660000e+003	  3.2225300e+005	
  2.5084679e+007	 -1.2086376e+006	  7.0000000e+000	  1.6660000e+003	  3.2225400e+005	
  2.5084112e+007	 -1.2116184e+006	  7.0000000e+000	  1.6660000e+003	  3.2225500e+005	
  2.5083545e+007	 -1.2145994e+006	  7.0000000e+000	  1.6660000e+003	  3.2225600e+005	
  2.5082978e+007	 -1.2175804e+006	  7.0000000e+000	  1.6660000e+003	  3.2225700e+005	
  2.5082410e+007	 -1.2205613e+006	  7.0000000e+000	  1.6660000e+003	  3.2225800e+005	
  2.5081843e+007	 -1.2235424e+006	  7.0000000e+000	  1.6660000e+003	  3.2225900e+005	
  2.5081276e+007	 -1.2265239e+006	  7.0000000e+000	  1.6660000e+003	  3.2226000e+005	
  2.5080708e+007	 -1.2295056e+006	  7.0000000e+000	  1.6660000e+003	  3.2226100e+005	
  2.5080140e+007	 -1.2324869e+006	  7.0000000e+000	  1.6660000e+003	  3.2226200e+005	
  2.5079573e+007	 -1.2354682e+006	  7.0000000e+000	  1.6660000e+003	  3.2226300e+005	
  2.5079005e+007	 -1.2384501e+006	  7.0000000e+000	  1.6660000e+003	  3.2226400e+005	
  2.5078437e+007	 -1.2414319e+006	  7.0000000e+000	  1.6660000e+003	  3.2226500e+005	
  2.5077869e+007	 -1.2444136e+006	  7.0000000e+000	  1.6660000e+003	  3.2226600e+005	
  2.5077301e+007	 -1.2473951e+006	  7.0000000e+000	  1.6660000e+003	  3.2226700e+005	
  2.5076734e+007	 -1.2503771e+006	  7.0000000e+000	  1.6660000e+003	  3.2226800e+005	
  2.5076168e+007	 -1.2533596e+006	  7.0000000e+000	  1.6660000e+003	  3.2226900e+005	
  2.5075601e+007	 -1.2563417e+006	  7.0000000e+000	  1.6660000e+003	  3.2227000e+005	
  2.5075034e+007	 -1.2593237e+006	  7.0000000e+000	  1.6660000e+003	  3.2227100e+005	
  2.5074466e+007	 -1.2623058e+006	  7.0000000e+000	  1.6660000e+003	  3.2227200e+005	
  2.5073898e+007	 -1.2652884e+006	  7.0000000e+000	  1.6660000e+003	  3.2227300e+005	
  2.5073330e+007	 -1.2682709e+006	  7.0000000e+000	  1.6660000e+003	  3.2227400e+005	
  2.5072762e+007	 -1.2712533e+006	  7.0000000e+000	  1.6660000e+003	  3.2227500e+005	
  2.5072194e+007	 -1.2742358e+006	  7.0000000e+000	  1.6660000e+003	  3.2227600e+005	
  2.5071627e+007	 -1.2772186e+006	  7.0000000e+000	  1.6660000e+003	  3.2227700e+005	
  2.5071060e+007	 -1.2802013e+006	  7.0000000e+000	  1.6660000e+003	  3.2227800e+005	
  2.5070493e+007	 -1.2831838e+006	  7.0000000e+000	  1.6660000e+003	  3.2227900e+005	
  2.5069925e+007	 -1.2861665e+006	  7.0000000e+000	  1.6660000e+003	  3.2228000e+005	
  2.5069357e+007	 -1.2891497e+006	  7.0000000e+000	  1.6660000e+003	  3.2228100e+005	
  2.5068788e+007	 -1.2921330e+006	  7.0000000e+000	  1.6660000e+003	  3.2228200e+005	
  2.5068221e+007	 -1.2951162e+006	  7.0000000e+000	  1.6660000e+003	  3.2228300e+005	
  2.5067654e+007	 -1.2980993e+006	  7.0000000e+000	  1.6660000e+003	  3.2228400e+005	
  2.5067087e+007	 -1.3010828e+006	  7.0000000e+000	  1.6660000e+003	  3.2228500e+005	
  2.5066518e+007	 -1.3040666e+006	  7.0000000e+000	  1.6660000e+003	  3.2228600e+005	
  2.5065950e+007	 -1.3070502e+006	  7.0000000e+000	  1.6660000e+003	  3.2228700e+005	
  2.5065382e+007	 -1.3100336e+006	  7.0000000e+000	  1.6660000e+003	  3.2228800e+005	
